transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
885,17/09/2022,10:10:00,121.00,Female,52,Clothing,4,30,14.40,120.00
888,01/12/2022,06:03:00,63.00,Female,52,Electronics,4,25,12.75,100.00
1220,29/06/2022,11:16:00,47.00,Male,64,Beauty,1,500,240.00,500.00
1339,10/11/2022,10:34:00,132.00,Female,22,Electronics,2,25,7.50,50.00
1785,20/02/2022,11:17:00,144.00,Female,31,Beauty,4,50,17.00,200.00
1885,09/11/2022,07:32:00,148.00,Female,52,Clothing,4,30,10.80,120.00
1888,14/06/2022,08:10:00,49.00,Female,52,Electronics,4,25,12.50,100.00
621,13/04/2022,09:55:00,138.00,Female,40,Beauty,2,500,275.00,1000.00
1621,22/09/2022,10:49:00,2.00,Female,40,Beauty,2,500,160.00,1000.00
52,19/09/2022,09:42:00,55.00,Female,36,Beauty,1,300,111.00,300.00
536,20/08/2022,06:25:00,17.00,Female,55,Beauty,4,30,8.70,120.00
1052,12/02/2022,06:12:00,94.00,Female,36,Beauty,1,300,120.00,300.00
1536,11/05/2022,07:23:00,14.00,Female,55,Beauty,4,30,13.50,120.00
197,03/04/2022,11:57:00,14.00,Female,42,Clothing,4,50,25.50,200.00
750,13/11/2022,07:33:00,69.00,Female,35,Clothing,3,25,8.75,75.00
910,21/08/2022,06:29:00,138.00,Female,20,Beauty,3,50,22.50,150.00
917,15/02/2022,11:50:00,120.00,Female,57,Electronics,4,50,16.50,200.00
1197,13/08/2022,10:07:00,77.00,Female,42,Clothing,4,50,19.00,200.00
1750,20/01/2022,10:10:00,138.00,Female,35,Clothing,3,25,7.25,75.00
1910,09/10/2022,06:22:00,141.00,Female,20,Beauty,3,50,18.00,150.00
1917,02/05/2022,07:17:00,52.00,Female,57,Electronics,4,50,24.00,200.00
198,21/05/2022,11:42:00,30.00,Female,54,Beauty,3,300,114.00,900.00
444,06/10/2022,07:06:00,51.00,Female,61,Clothing,3,30,15.90,90.00
547,14/11/2022,07:36:00,3.00,Male,63,Clothing,4,500,250.00,2000.00
705,30/09/2022,07:28:00,37.00,Male,60,Electronics,2,25,6.25,50.00
1198,07/08/2022,10:43:00,147.00,Female,54,Beauty,3,300,159.00,900.00
1444,29/04/2022,06:18:00,135.00,Female,61,Clothing,3,30,14.10,90.00
1547,11/08/2022,06:39:00,142.00,Male,63,Clothing,4,500,235.00,2000.00
1705,14/08/2022,08:32:00,94.00,Male,60,Electronics,2,25,8.75,50.00
423,18/07/2022,06:06:00,41.00,Female,27,Clothing,1,25,11.75,25.00
1423,15/06/2022,07:56:00,131.00,Female,27,Clothing,1,25,11.00,25.00
248,02/07/2022,07:11:00,5.00,Male,26,Clothing,3,300,126.00,900.00
360,09/09/2022,09:04:00,26.00,Male,42,Clothing,4,25,10.50,100.00
377,13/09/2022,08:30:00,141.00,Female,46,Clothing,4,50,18.00,200.00
1248,08/09/2022,08:20:00,68.00,Male,26,Clothing,3,300,111.00,900.00
1360,18/06/2022,09:31:00,93.00,Male,42,Clothing,4,25,6.25,100.00
1377,21/03/2022,07:52:00,71.00,Female,46,Clothing,4,50,14.00,200.00
397,26/10/2023,08:06:00,59.00,Female,30,Beauty,1,25,10.50,25.00
623,15/11/2023,10:00:00,39.00,Male,34,Clothing,3,50,26.00,150.00
1397,01/01/2023,11:05:00,6.00,Female,30,Beauty,1,25,11.75,25.00
1623,05/03/2023,06:14:00,76.00,Male,34,Clothing,3,50,22.00,150.00
717,30/11/2023,08:15:00,8.00,Male,57,Clothing,1,500,190.00,500.00
1717,12/01/2023,09:40:00,21.00,Male,57,Clothing,1,500,175.00,500.00
130,19/06/2023,06:21:00,114.00,Female,57,Clothing,1,500,125.00,500.00
658,30/10/2023,07:47:00,93.00,Male,59,Clothing,1,25,6.50,25.00
1130,20/02/2023,09:03:00,28.00,Female,57,Clothing,1,500,180.00,500.00
1658,10/04/2023,06:08:00,148.00,Male,59,Clothing,1,25,12.25,25.00
7,06/07/2023,06:24:00,38.00,Male,46,Clothing,2,25,13.25,50.00
119,01/09/2023,09:11:00,127.00,Female,60,Clothing,3,50,27.50,150.00
278,22/12/2023,11:42:00,71.00,Female,37,Clothing,4,25,13.50,100.00
1007,09/06/2023,10:09:00,15.00,Male,46,Clothing,2,25,11.50,50.00
1119,19/11/2023,09:36:00,1.00,Female,60,Clothing,3,50,25.50,150.00
1278,19/07/2023,06:19:00,28.00,Female,37,Clothing,4,25,6.75,100.00
117,04/08/2023,11:38:00,8.00,Male,19,Electronics,2,500,230.00,1000.00
1117,11/09/2023,07:48:00,144.00,Male,19,Electronics,2,500,210.00,1000.00
442,30/06/2023,11:07:00,24.00,Female,60,Clothing,4,25,13.25,100.00
590,04/05/2023,11:52:00,151.00,Male,36,Clothing,3,300,135.00,900.00
607,05/05/2023,09:33:00,109.00,Male,54,Clothing,3,25,13.25,75.00
1442,16/02/2023,11:02:00,96.00,Female,60,Clothing,4,25,11.25,100.00
1590,10/08/2023,09:39:00,142.00,Male,36,Clothing,3,300,147.00,900.00
1607,16/01/2023,10:18:00,53.00,Male,54,Clothing,3,25,7.75,75.00
436,22/10/2023,11:54:00,21.00,Female,57,Clothing,4,30,13.50,120.00
942,01/12/2023,09:22:00,35.00,Male,51,Clothing,3,500,160.00,1500.00
1436,20/01/2023,11:29:00,1.00,Female,57,Clothing,4,30,9.90,120.00
1942,16/09/2023,11:53:00,112.00,Male,51,Clothing,3,500,265.00,1500.00
659,09/06/2023,06:08:00,75.00,Female,39,Electronics,1,30,8.10,30.00
941,28/04/2023,09:58:00,39.00,Female,57,Clothing,2,25,6.50,50.00
1659,27/07/2023,09:29:00,22.00,Female,39,Electronics,1,30,9.00,30.00
1941,06/01/2023,06:14:00,48.00,Female,57,Clothing,2,25,12.00,50.00
136,26/12/2023,08:59:00,25.00,Male,44,Electronics,2,300,141.00,600.00
175,25/01/2023,10:02:00,23.00,Female,31,Electronics,4,25,12.50,100.00
663,16/08/2023,06:32:00,133.00,Male,23,Clothing,4,300,87.00,1200.00
748,01/03/2023,09:35:00,132.00,Male,25,Clothing,3,50,24.00,150.00
806,22/01/2023,08:08:00,14.00,Female,35,Beauty,3,300,165.00,900.00
1136,02/07/2023,08:41:00,93.00,Male,44,Electronics,2,300,81.00,600.00
1175,02/06/2023,06:38:00,103.00,Female,31,Electronics,4,25,11.50,100.00
1663,07/12/2023,07:04:00,33.00,Male,23,Clothing,4,300,81.00,1200.00
1748,02/03/2023,10:24:00,119.00,Male,25,Clothing,3,50,15.50,150.00
1806,14/06/2023,10:13:00,61.00,Female,35,Beauty,3,300,102.00,900.00
38,25/02/2023,11:39:00,147.00,Male,38,Beauty,4,50,26.00,200.00
313,16/12/2023,10:03:00,11.00,Female,55,Beauty,3,500,140.00,1500.00
402,12/07/2023,08:45:00,63.00,Female,41,Clothing,2,300,135.00,600.00
459,23/05/2023,07:12:00,122.00,Male,28,Clothing,4,300,75.00,1200.00
1038,30/12/2023,09:09:00,11.00,Male,38,Beauty,4,50,20.50,200.00
1313,04/06/2023,09:22:00,10.00,Female,55,Beauty,3,500,170.00,1500.00
1402,24/06/2023,06:47:00,110.00,Female,41,Clothing,2,300,156.00,600.00
1459,10/11/2023,06:46:00,13.00,Male,28,Clothing,4,300,144.00,1200.00
161,01/07/2023,06:58:00,104.00,Male,64,Beauty,2,500,195.00,1000.00
328,29/10/2023,06:56:00,9.00,Male,39,Beauty,2,50,27.00,100.00
383,24/03/2023,08:53:00,64.00,Female,46,Beauty,3,30,7.80,90.00
973,03/09/2023,08:44:00,51.00,Male,60,Clothing,1,50,13.00,50.00
978,27/07/2023,09:58:00,16.00,Female,53,Clothing,3,50,19.00,150.00
1161,29/06/2023,11:06:00,30.00,Male,64,Beauty,2,500,160.00,1000.00
1328,10/12/2023,07:49:00,60.00,Male,39,Beauty,2,50,24.50,100.00
1383,06/09/2023,09:13:00,68.00,Female,46,Beauty,3,30,14.10,90.00
1973,19/08/2023,10:10:00,22.00,Male,60,Clothing,1,50,21.50,50.00
1978,31/08/2023,11:59:00,41.00,Female,53,Clothing,3,50,15.50,150.00
33,24/12/2023,07:40:00,33.00,Female,50,Electronics,2,50,21.00,100.00
138,27/04/2023,10:56:00,127.00,Male,49,Clothing,4,50,26.50,200.00
471,08/03/2023,10:21:00,136.00,Male,32,Clothing,3,50,13.00,150.00
636,09/05/2023,06:15:00,60.00,Female,21,Beauty,3,500,230.00,1500.00
1033,12/04/2023,06:52:00,32.00,Female,50,Electronics,2,50,19.00,100.00
1138,16/10/2023,11:59:00,27.00,Male,49,Clothing,4,50,14.50,200.00
1471,25/06/2023,10:34:00,30.00,Male,32,Clothing,3,50,13.00,150.00
1636,22/07/2023,11:26:00,50.00,Female,21,Beauty,3,500,150.00,1500.00
177,24/03/2023,08:40:00,30.00,Male,45,Beauty,2,50,26.50,100.00
426,13/12/2023,08:11:00,137.00,Male,23,Electronics,3,50,12.50,150.00
1177,20/02/2023,09:19:00,89.00,Male,45,Beauty,2,50,15.00,100.00
1426,12/12/2023,11:32:00,114.00,Male,23,Electronics,3,50,25.00,150.00
76,09/09/2023,07:33:00,70.00,Female,22,Electronics,2,50,14.50,100.00
91,14/04/2023,06:31:00,152.00,Female,55,Electronics,1,500,235.00,500.00
461,18/07/2023,10:33:00,21.00,Female,18,Beauty,2,500,265.00,1000.00
764,07/11/2023,08:46:00,47.00,Female,40,Clothing,1,25,11.25,25.00
1076,14/07/2023,11:09:00,99.00,Female,22,Electronics,2,50,15.00,100.00
1091,15/07/2023,08:46:00,139.00,Female,55,Electronics,1,500,235.00,500.00
1461,01/05/2023,08:43:00,63.00,Female,18,Beauty,2,500,180.00,1000.00
1764,02/11/2023,11:04:00,13.00,Female,40,Clothing,1,25,11.75,25.00
202,25/01/2023,06:24:00,61.00,Female,34,Clothing,4,300,120.00,1200.00
301,30/07/2023,10:58:00,104.00,Male,30,Clothing,4,30,9.60,120.00
703,31/07/2023,09:56:00,140.00,Male,34,Electronics,2,50,18.50,100.00
1202,13/11/2023,06:56:00,89.00,Female,34,Clothing,4,300,144.00,1200.00
1301,24/09/2023,09:58:00,70.00,Male,30,Clothing,4,30,10.50,120.00
1703,10/06/2023,08:36:00,2.00,Male,34,Electronics,2,50,17.00,100.00
294,09/10/2023,09:24:00,89.00,Female,23,Clothing,3,30,15.30,90.00
760,26/06/2023,07:59:00,14.00,Male,27,Beauty,1,500,125.00,500.00
1294,24/01/2023,11:24:00,8.00,Female,23,Clothing,3,30,10.50,90.00
1760,23/08/2023,07:26:00,44.00,Male,27,Beauty,1,500,230.00,500.00
575,12/12/2023,10:29:00,14.00,Male,60,Clothing,2,50,23.00,100.00
1575,28/07/2023,11:54:00,26.00,Male,60,Clothing,2,50,22.50,100.00
88,16/02/2023,08:31:00,122.00,Male,56,Clothing,1,500,185.00,500.00
1088,14/09/2023,07:00:00,6.00,Male,56,Clothing,1,500,155.00,500.00
975,09/01/2023,07:41:00,145.00,Female,56,Clothing,4,50,19.50,200.00
1975,21/08/2023,10:48:00,63.00,Female,56,Clothing,4,50,25.50,200.00
553,20/03/2023,06:17:00,106.00,Male,24,Clothing,4,300,81.00,1200.00
1553,29/01/2023,08:46:00,42.00,Male,24,Clothing,4,300,99.00,1200.00
462,26/08/2023,10:04:00,71.00,Male,63,Electronics,4,300,132.00,1200.00
614,13/02/2023,06:28:00,61.00,Female,39,Beauty,4,300,120.00,1200.00
808,22/11/2023,07:18:00,30.00,Male,33,Beauty,4,500,195.00,2000.00
1462,13/11/2023,10:42:00,124.00,Male,63,Electronics,4,300,114.00,1200.00
1614,23/08/2023,11:37:00,135.00,Female,39,Beauty,4,300,105.00,1200.00
1808,12/02/2023,10:48:00,109.00,Male,33,Beauty,4,500,210.00,2000.00
166,28/01/2023,11:42:00,32.00,Male,34,Clothing,4,500,225.00,2000.00
465,22/02/2023,11:52:00,40.00,Female,43,Electronics,3,50,15.50,150.00
502,22/07/2023,11:00:00,31.00,Male,43,Electronics,3,50,22.50,150.00
905,01/10/2023,06:27:00,96.00,Male,58,Beauty,1,300,111.00,300.00
1166,19/07/2023,07:45:00,65.00,Male,34,Clothing,4,500,245.00,2000.00
1465,17/04/2023,09:36:00,131.00,Female,43,Electronics,3,50,26.00,150.00
1502,08/04/2023,08:30:00,152.00,Male,43,Electronics,3,50,18.00,150.00
1905,29/08/2023,06:07:00,26.00,Male,58,Beauty,1,300,102.00,300.00
280,17/11/2023,09:35:00,76.00,Female,37,Clothing,3,500,240.00,1500.00
719,02/07/2023,07:19:00,37.00,Female,42,Clothing,2,30,12.00,60.00
834,26/11/2023,06:55:00,13.00,Female,56,Beauty,2,30,14.70,60.00
1280,24/08/2023,09:15:00,116.00,Female,37,Clothing,3,500,255.00,1500.00
1719,28/12/2023,07:29:00,4.00,Female,42,Clothing,2,30,10.80,60.00
1834,14/04/2023,06:53:00,102.00,Female,56,Beauty,2,30,12.90,60.00
891,09/01/2023,06:43:00,24.00,Male,41,Electronics,3,300,99.00,900.00
928,05/11/2023,10:20:00,54.00,Female,35,Clothing,4,300,90.00,1200.00
1891,22/12/2023,06:11:00,81.00,Male,41,Electronics,3,300,105.00,900.00
1928,29/07/2023,06:39:00,93.00,Female,35,Clothing,4,300,75.00,1200.00
332,24/04/2023,11:28:00,138.00,Male,58,Electronics,4,300,105.00,1200.00
1332,04/12/2023,10:02:00,146.00,Male,58,Electronics,4,300,123.00,1200.00
255,15/10/2023,11:44:00,19.00,Male,48,Clothing,1,30,14.70,30.00
275,05/03/2023,11:34:00,2.00,Male,43,Clothing,2,500,260.00,1000.00
314,15/10/2023,07:37:00,1.00,Male,52,Clothing,4,30,7.80,120.00
517,20/08/2023,08:54:00,3.00,Female,47,Clothing,4,25,9.25,100.00
847,10/01/2023,08:42:00,2.00,Female,18,Electronics,4,300,162.00,1200.00
1255,20/01/2023,07:08:00,4.00,Male,48,Clothing,1,30,7.80,30.00
1275,02/03/2023,08:48:00,5.00,Male,43,Clothing,2,500,250.00,1000.00
1314,23/05/2023,10:26:00,2.00,Male,52,Clothing,4,30,16.20,120.00
1517,21/02/2023,08:46:00,2.00,Female,47,Clothing,4,25,6.75,100.00
1847,28/07/2023,07:14:00,5.00,Female,18,Electronics,4,300,123.00,1200.00
61,07/07/2023,11:47:00,4.00,Male,21,Beauty,4,50,20.00,200.00
274,14/04/2023,07:12:00,4.00,Female,23,Clothing,2,500,150.00,1000.00
486,02/12/2023,09:47:00,4.00,Female,35,Electronics,1,25,6.50,25.00
548,14/04/2023,07:00:00,4.00,Female,51,Clothing,2,30,15.60,60.00
886,11/12/2023,11:25:00,4.00,Male,37,Electronics,3,300,165.00,900.00
892,13/09/2023,11:39:00,1.00,Male,20,Electronics,1,50,24.00,50.00
1061,18/09/2023,07:56:00,3.00,Male,21,Beauty,4,50,12.50,200.00
1274,06/10/2023,09:01:00,2.00,Female,23,Clothing,2,500,185.00,1000.00
1486,22/11/2023,08:58:00,4.00,Female,35,Electronics,1,25,8.75,25.00
1548,13/01/2023,08:15:00,1.00,Female,51,Clothing,2,30,12.60,60.00
1886,26/07/2023,11:51:00,1.00,Male,37,Electronics,3,300,147.00,900.00
1892,01/10/2023,07:22:00,3.00,Male,20,Electronics,1,50,23.50,50.00
601,05/06/2023,09:23:00,5.00,Male,19,Clothing,1,30,13.20,30.00
901,02/08/2023,06:38:00,2.00,Male,31,Electronics,1,30,12.00,30.00
1601,14/09/2023,11:48:00,1.00,Male,19,Clothing,1,30,13.50,30.00
1901,29/11/2023,11:05:00,4.00,Male,31,Electronics,1,30,8.40,30.00
527,21/04/2023,11:35:00,1.00,Male,57,Clothing,2,25,11.50,50.00
1527,29/09/2023,08:30:00,1.00,Male,57,Clothing,2,25,11.75,50.00
23,28/09/2023,07:05:00,4.00,Female,35,Clothing,4,30,14.70,120.00
174,15/11/2023,06:07:00,2.00,Female,39,Beauty,1,300,126.00,300.00
589,08/07/2023,07:11:00,5.00,Female,36,Beauty,2,500,145.00,1000.00
774,06/11/2023,09:04:00,2.00,Female,40,Clothing,2,25,6.50,50.00
1000,01/04/2023,10:22:00,1.00,Male,47,Electronics,4,30,8.40,120.00
1023,23/05/2023,08:40:00,5.00,Female,35,Clothing,4,30,8.10,120.00
1174,17/05/2023,06:55:00,2.00,Female,39,Beauty,1,300,132.00,300.00
1589,01/07/2023,06:30:00,5.00,Female,36,Beauty,2,500,145.00,1000.00
1774,09/03/2023,06:48:00,2.00,Female,40,Clothing,2,25,8.00,50.00
2000,31/03/2023,06:38:00,4.00,Male,47,Electronics,4,30,10.80,120.00
210,07/10/2023,08:50:00,2.00,Male,37,Electronics,4,50,19.00,200.00
478,24/07/2023,11:13:00,3.00,Female,58,Clothing,2,30,8.10,60.00
745,14/08/2023,07:30:00,3.00,Male,54,Beauty,2,50,17.00,100.00
1210,10/03/2023,10:02:00,5.00,Male,37,Electronics,4,50,12.50,200.00
1478,31/08/2023,09:18:00,1.00,Female,58,Clothing,2,30,13.50,60.00
1745,28/09/2023,10:38:00,4.00,Male,54,Beauty,2,50,21.00,100.00
354,16/12/2023,07:58:00,5.00,Female,49,Beauty,4,50,24.50,200.00
408,22/12/2023,08:18:00,4.00,Female,64,Beauty,1,500,140.00,500.00
1354,17/09/2023,09:34:00,5.00,Female,49,Beauty,4,50,26.50,200.00
1408,28/08/2023,08:17:00,2.00,Female,64,Beauty,1,500,250.00,500.00
674,30/03/2023,11:10:00,2.00,Female,38,Clothing,1,300,84.00,300.00
1674,22/11/2023,09:21:00,1.00,Female,38,Clothing,1,300,123.00,300.00
967,04/08/2023,10:13:00,4.00,Male,62,Beauty,1,25,13.25,25.00
1967,23/02/2023,08:28:00,4.00,Male,62,Beauty,1,25,12.25,25.00
79,13/04/2023,10:15:00,1.00,Male,34,Beauty,1,300,96.00,300.00
406,01/04/2023,11:50:00,3.00,Female,22,Beauty,4,25,11.00,100.00
450,01/12/2023,06:35:00,2.00,Female,59,Beauty,2,25,11.00,50.00
562,09/11/2023,09:26:00,3.00,Male,54,Electronics,2,25,7.25,50.00
1079,21/08/2023,06:45:00,1.00,Male,34,Beauty,1,300,117.00,300.00
1406,22/06/2023,08:45:00,2.00,Female,22,Beauty,4,25,10.00,100.00
1450,16/07/2023,08:52:00,1.00,Female,59,Beauty,2,25,10.25,50.00
1562,26/11/2023,10:21:00,5.00,Male,54,Electronics,2,25,12.75,50.00
108,24/01/2023,09:38:00,5.00,Female,27,Beauty,3,25,13.50,75.00
111,15/04/2023,09:45:00,5.00,Female,34,Electronics,3,500,130.00,1500.00
207,06/08/2023,08:34:00,3.00,Female,42,Beauty,2,25,10.25,50.00
724,14/06/2023,06:56:00,3.00,Male,61,Clothing,3,50,20.00,150.00
836,21/06/2023,06:32:00,2.00,Female,22,Clothing,1,50,27.50,50.00
969,27/11/2023,11:47:00,2.00,Female,40,Clothing,3,300,84.00,900.00
1108,08/07/2023,10:27:00,1.00,Female,27,Beauty,3,25,10.00,75.00
1111,30/04/2023,21:34:00,2.00,Female,34,Electronics,3,500,185.00,1500.00
1207,30/06/2023,21:48:00,3.00,Female,42,Beauty,2,25,10.00,50.00
1724,15/09/2023,20:53:00,4.00,Male,61,Clothing,3,50,17.00,150.00
1836,13/02/2023,17:19:00,3.00,Female,22,Clothing,1,50,23.50,50.00
1969,05/03/2023,19:34:00,4.00,Female,40,Clothing,3,300,126.00,900.00
246,07/12/2023,20:05:00,4.00,Female,48,Electronics,2,25,13.25,50.00
298,05/10/2023,19:05:00,3.00,Male,27,Beauty,4,300,84.00,1200.00
374,27/10/2023,17:45:00,4.00,Female,59,Beauty,3,25,7.75,75.00
572,13/12/2023,18:33:00,5.00,Male,31,Clothing,4,500,185.00,2000.00
665,03/10/2023,22:49:00,1.00,Male,57,Clothing,1,50,19.00,50.00
1246,26/04/2023,22:54:00,3.00,Female,48,Electronics,2,25,11.50,50.00
1298,02/05/2023,19:51:00,1.00,Male,27,Beauty,4,300,120.00,1200.00
1374,23/03/2023,22:03:00,3.00,Female,59,Beauty,3,25,8.25,75.00
1572,18/06/2023,22:20:00,1.00,Male,31,Clothing,4,500,175.00,2000.00
1665,01/11/2023,19:38:00,4.00,Male,57,Clothing,1,50,14.00,50.00
39,11/07/2023,22:44:00,5.00,Male,23,Clothing,4,30,8.70,120.00
893,29/04/2023,18:52:00,1.00,Male,49,Electronics,1,50,17.00,50.00
1039,03/12/2023,20:01:00,1.00,Male,23,Clothing,4,30,13.80,120.00
1893,25/02/2023,17:04:00,3.00,Male,49,Electronics,1,50,22.50,50.00
17,25/02/2023,21:08:00,3.00,Female,27,Clothing,4,25,13.00,100.00
316,01/02/2023,17:25:00,3.00,Female,48,Clothing,2,25,13.75,50.00
755,27/11/2023,20:07:00,1.00,Female,58,Clothing,3,25,6.75,75.00
1017,05/09/2023,18:41:00,2.00,Female,27,Clothing,4,25,12.00,100.00
1316,21/07/2023,17:11:00,1.00,Female,48,Clothing,2,25,11.75,50.00
1755,23/05/2023,21:47:00,2.00,Female,58,Clothing,3,25,8.00,75.00
28,11/12/2023,22:34:00,3.00,Female,43,Beauty,1,500,150.00,500.00
98,09/04/2023,19:41:00,1.00,Female,55,Beauty,2,50,19.50,100.00
129,17/04/2023,17:42:00,1.00,Female,21,Beauty,2,300,75.00,600.00
230,26/03/2023,17:44:00,5.00,Male,54,Beauty,1,25,12.50,25.00
613,08/05/2023,17:23:00,2.00,Female,52,Clothing,3,30,11.40,90.00
691,12/05/2023,21:09:00,5.00,Female,51,Clothing,3,30,14.70,90.00
693,08/06/2023,17:12:00,1.00,Male,41,Beauty,3,500,270.00,1500.00
1028,09/03/2023,18:09:00,1.00,Female,43,Beauty,1,500,250.00,500.00
1098,06/07/2023,22:34:00,3.00,Female,55,Beauty,2,50,19.50,100.00
1129,08/09/2023,21:46:00,1.00,Female,21,Beauty,2,300,156.00,600.00
1230,04/12/2023,21:24:00,1.00,Male,54,Beauty,1,25,13.25,25.00
1613,14/12/2023,21:58:00,4.00,Female,52,Clothing,3,30,9.90,90.00
1691,07/01/2023,20:01:00,1.00,Female,51,Clothing,3,30,13.50,90.00
1693,20/02/2023,18:21:00,1.00,Male,41,Beauty,3,500,130.00,1500.00
477,03/12/2023,17:24:00,3.00,Male,43,Clothing,4,30,16.20,120.00
863,12/11/2023,22:40:00,4.00,Female,30,Electronics,2,25,11.25,50.00
1477,08/01/2023,21:59:00,3.00,Male,43,Clothing,4,30,15.60,120.00
1863,26/05/2023,22:33:00,4.00,Female,30,Electronics,2,25,10.00,50.00
6,15/11/2023,22:16:00,2.00,Female,45,Beauty,1,30,15.00,30.00
483,06/02/2023,17:25:00,2.00,Male,55,Clothing,1,30,8.40,30.00
738,05/02/2023,18:24:00,5.00,Male,41,Clothing,2,50,26.00,100.00
1006,29/10/2023,19:23:00,2.00,Female,45,Beauty,1,30,14.10,30.00
1483,05/03/2023,19:53:00,1.00,Male,55,Clothing,1,30,8.70,30.00
1738,12/11/2023,21:33:00,1.00,Male,41,Clothing,2,50,16.00,100.00
222,07/01/2023,18:56:00,4.00,Male,51,Clothing,4,30,10.50,120.00
588,18/10/2023,17:54:00,5.00,Male,38,Electronics,2,30,13.80,60.00
953,02/07/2023,17:58:00,1.00,Male,45,Beauty,3,30,12.60,90.00
1222,17/09/2023,18:15:00,3.00,Male,51,Clothing,4,30,11.10,120.00
1588,25/06/2023,21:29:00,4.00,Male,38,Electronics,2,30,13.20,60.00
1953,15/05/2023,17:34:00,3.00,Male,45,Beauty,3,30,10.20,90.00
66,18/06/2023,22:49:00,3.00,Female,45,Electronics,1,30,9.00,30.00
482,12/08/2023,18:57:00,3.00,Female,28,Clothing,4,300,141.00,1200.00
903,27/07/2023,22:14:00,3.00,Female,51,Beauty,4,50,14.00,200.00
1066,06/10/2023,18:11:00,4.00,Female,45,Electronics,1,30,8.40,30.00
1482,10/02/2023,22:22:00,1.00,Female,28,Clothing,4,300,114.00,1200.00
1903,27/07/2023,21:44:00,5.00,Female,51,Beauty,4,50,19.00,200.00
102,17/04/2023,21:34:00,5.00,Female,47,Beauty,2,25,7.25,50.00
228,03/04/2023,20:26:00,4.00,Female,59,Electronics,2,30,10.80,60.00
236,01/04/2023,22:18:00,5.00,Female,54,Clothing,1,25,6.50,25.00
1102,21/08/2023,18:04:00,5.00,Female,47,Beauty,2,25,6.50,50.00
1228,24/06/2023,21:37:00,5.00,Female,59,Electronics,2,30,11.40,60.00
1236,09/08/2023,18:19:00,4.00,Female,54,Clothing,1,25,8.75,25.00
660,29/07/2023,18:46:00,2.00,Female,38,Beauty,2,500,270.00,1000.00
884,18/02/2023,20:31:00,1.00,Female,26,Clothing,2,30,7.50,60.00
987,08/11/2023,18:45:00,1.00,Female,30,Clothing,3,300,165.00,900.00
1660,23/09/2023,20:27:00,2.00,Female,38,Beauty,2,500,160.00,1000.00
1884,09/07/2023,21:45:00,2.00,Female,26,Clothing,2,30,11.40,60.00
1987,26/05/2023,18:18:00,2.00,Female,30,Clothing,3,300,129.00,900.00
18,06/09/2023,19:13:00,5.00,Female,47,Electronics,2,25,12.50,50.00
69,14/11/2023,22:44:00,1.00,Female,56,Beauty,3,25,8.50,75.00
995,04/03/2023,22:38:00,4.00,Female,41,Clothing,1,30,9.90,30.00
1018,06/07/2023,19:13:00,4.00,Female,47,Electronics,2,25,13.00,50.00
1069,13/10/2023,19:05:00,2.00,Female,56,Beauty,3,25,6.75,75.00
1995,10/12/2023,22:18:00,5.00,Female,41,Clothing,1,30,14.70,30.00
337,22/08/2023,17:56:00,1.00,Male,38,Clothing,1,500,275.00,500.00
585,06/06/2023,21:49:00,3.00,Female,24,Clothing,1,25,13.75,25.00
652,31/10/2023,17:05:00,4.00,Female,34,Beauty,2,50,20.50,100.00
1337,21/07/2023,19:56:00,2.00,Male,38,Clothing,1,500,225.00,500.00
1585,05/10/2023,20:00:00,2.00,Female,24,Clothing,1,25,7.25,25.00
1652,16/11/2023,20:00:00,2.00,Female,34,Beauty,2,50,20.50,100.00
242,01/10/2023,18:28:00,1.00,Male,21,Clothing,1,25,8.00,25.00
293,27/05/2023,19:04:00,4.00,Male,50,Electronics,3,30,9.60,90.00
460,01/05/2023,23:00:00,2.00,Male,40,Beauty,1,50,19.00,50.00
1242,27/11/2023,18:32:00,5.00,Male,21,Clothing,1,25,11.25,25.00
1293,01/07/2023,18:52:00,3.00,Male,50,Electronics,3,30,14.10,90.00
1460,25/01/2023,19:42:00,4.00,Male,40,Beauty,1,50,22.00,50.00
188,31/08/2023,18:50:00,3.00,Male,40,Clothing,3,25,8.50,75.00
357,18/05/2023,18:57:00,4.00,Female,40,Electronics,3,25,7.50,75.00
646,26/05/2023,21:02:00,3.00,Male,38,Clothing,3,30,13.50,90.00
749,26/07/2023,20:33:00,2.00,Male,42,Beauty,1,30,8.40,30.00
974,28/12/2023,18:39:00,3.00,Male,47,Beauty,1,30,11.70,30.00
1188,04/06/2023,22:43:00,2.00,Male,40,Clothing,3,25,10.75,75.00
1357,20/03/2023,19:14:00,3.00,Female,40,Electronics,3,25,11.50,75.00
1646,18/01/2023,19:43:00,1.00,Male,38,Clothing,3,30,15.60,90.00
1749,07/05/2023,19:55:00,2.00,Male,42,Beauty,1,30,9.00,30.00
1974,19/02/2023,20:20:00,3.00,Male,47,Beauty,1,30,12.90,30.00
190,25/01/2023,17:56:00,2.00,Female,60,Beauty,3,30,10.50,90.00
849,25/06/2023,19:33:00,5.00,Male,32,Clothing,2,25,12.50,50.00
853,14/05/2023,22:29:00,3.00,Male,21,Beauty,2,500,155.00,1000.00
1190,29/09/2023,21:00:00,4.00,Female,60,Beauty,3,30,10.80,90.00
1849,21/07/2023,22:42:00,1.00,Male,32,Clothing,2,25,12.00,50.00
